ID,num_anomaly,num_days,percent_num_anomaly
1,30,463,6.479481641468683
2,425,463,91.792656587473
3,0,463,0.0
4,31,31,100.0
5,152,926,16.414686825053995
6,281,463,60.69114470842333
7,31,31,100.0
8,377,462,81.6017316017316
9,271,462,58.658008658008654
10,387,463,83.58531317494601
11,305,463,65.87473002159827
